link,source_section,source_url,surrounding_text,download_link,file_extension,dataset_identifier,data_repository,dataset_webpage,title,content_type,id,description
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f14.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f14.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F14/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F14/,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/#F4,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/#F4,,,,,,,,
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f15.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f15.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F15/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F15/,,,,,,,,
,data_availability,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10972747,,,,EGAS50000000169,https://ega-archive.org/studies/EGAS50000000169,na,,,,
41586_2024_7177_MOESM1_ESM.pdf,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10972747,Supplementary Information Clinical course and tumour phylogeny determined for 65 patients with SCLC.,https://pmc.ncbi.nlm.nih.gov/articles/instance/10972747/bin/41586_2024_7177_MOESM1_ESM.pdf,pdf,,,,No Title,local-data,MOESM1,Clinical course and tumour phylogeny determined for 65 patients with SCLC.
41586_2024_7177_MOESM2_ESM.pdf,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10972747,Reporting Summary,https://pmc.ncbi.nlm.nih.gov/articles/instance/10972747/bin/41586_2024_7177_MOESM2_ESM.pdf,pdf,,,,No Title,local-data,MOESM2,Reporting Summary
41586_2024_7177_MOESM3_ESM.pdf,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10972747,Supplementary Fig. 1 Uncropped immunoblots from Extended Data Fig. 10a.,https://pmc.ncbi.nlm.nih.gov/articles/instance/10972747/bin/41586_2024_7177_MOESM3_ESM.pdf,pdf,,,,No Title,local-data,MOESM3,Uncropped immunoblots from Extended Data Fig. 10a.
41586_2024_7177_MOESM4_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10972747,Supplementary Tables Supplementary Tables 1–12.,https://pmc.ncbi.nlm.nih.gov/articles/instance/10972747/bin/41586_2024_7177_MOESM4_ESM.xlsx,xlsx,,,,No Title,local-data,MOESM4,Supplementary Tables 1–12.
,data_availability,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,,,,phs003416.v1.p1,https://www.ncbi.nlm.nih.gov/gap/,na,,,,
,data_availability,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,,,,GSE241673,https://www.ncbi.nlm.nih.gov/geo/,na,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Data_S1.csv,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Data_S1.csv,csv,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Data_S2.csv,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Data_S2.csv,csv,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Figure_S1.pdf,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Figure_S1.pdf,pdf,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Table_S1.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Table_S1.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Table_S2.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Table_S2.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Table_S3.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/11178430/bin/EMS195999-supplement-Table_S3.xlsx,xlsx,,,,,,,
EMS195999-supplement-Data_S1.csv,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,"Data S1 
         
           RNA-seq data of cohort 1, related to Figure 1.",https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/EMS195999-supplement-Data_S1.csv,csv,,,,"RNA-seq data of cohort 1, related to Figure 1.",local-data,SD1,No description
EMS195999-supplement-Data_S2.csv,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,"Data S2 
         
           RNA-seq data of cohort 2, related to Figure 2.",https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/EMS195999-supplement-Data_S2.csv,csv,,,,"RNA-seq data of cohort 2, related to Figure 2.",local-data,SD2,No description
EMS195999-supplement-Figure_S1.pdf,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,Figure S1,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/EMS195999-supplement-Figure_S1.pdf,pdf,,,,No Title,local-data,SD3,No description
EMS195999-supplement-Table_S1.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,Table S1,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/EMS195999-supplement-Table_S1.xlsx,xlsx,,,,No Title,local-data,SD4,No description
EMS195999-supplement-Table_S2.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,Table S2,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/EMS195999-supplement-Table_S2.xlsx,xlsx,,,,No Title,local-data,SD5,No description
EMS195999-supplement-Table_S3.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982990,Table S3,https://pmc.ncbi.nlm.nih.gov/articles/instance/10982990/bin/EMS195999-supplement-Table_S3.xlsx,xlsx,,,,No Title,local-data,SD6,No description
http://github.com/dpeerlab,data_availability_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/http://github.com/dpeerlab,,,,,,,,
https://mskcc.ionpath.com/tracker,data_availability_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://mskcc.ionpath.com/tracker,,,,,,,,
,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,,,https://mskcc.ionpath.com/tracker,https://mskcc.ionpath.com/tracker,na,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-1.pdf,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-1.pdf,pdf,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F1,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F1,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#SD1,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#SD1,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-2.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-2.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-3.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-3.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F2,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F2,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-4.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-4.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-5.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-5.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-6.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-6.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-7.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-7.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-8.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-8.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-9.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-9.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F3,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F3,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-10.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-10.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-11.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-11.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-12.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-12.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-13.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-13.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-14.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-14.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F4,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F4,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F5,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F5,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F7,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC8628860/#F7,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-15.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-15.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-16.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-16.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-17.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-17.xlsx,xlsx,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-18.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8628860,,https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/8628860/bin/NIHMS1754019-supplement-18.xlsx,xlsx,,,,,,,
